term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
steel armor;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.steel armor.@key;;
str;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.str.@key;;
strafing;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.strafing.@key;;
succubus;compendium_entry;1;UI/system text;lang/compendium_lang/lang_monsters.json;root.succubus.@key;;
summoning trap;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.summoning trap.@key;;
swamps;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.swamps.@key;;
swift and springshot ammo;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.swift and springshot ammo.@key;;
sword skill;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.sword skill.@key;;
swords;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.swords.@key;;
teleportation trap;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.teleportation trap.@key;;
temple;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.temple.@key;;
temulturgy;compendium_entry;1;UI/system text;lang/compendium_lang/lang_magic.json;root.temulturgy.@key;;
thaumaturgy skill;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.thaumaturgy skill.@key;;
the church;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.the church.@key;;
thrown;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.thrown.@key;;
thumpus;compendium_entry;1;UI/system text;lang/compendium_lang/lang_monsters.json;root.thumpus.@key;;
tin and tin opener;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.tin and tin opener.@key;;
tinkered traps;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.tinkered traps.@key;;
tinkering kit;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.tinkering kit.@key;;
tinkering skill;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.tinkering skill.@key;;
tomahawks & daggers;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.tomahawks & daggers.@key;;
tomalley;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.tomalley.@key;;
torch and lantern;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.torch and lantern.@key;;
towel;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.towel.@key;;
trading skill;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.trading skill.@key;;
transition floor;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.transition floor.@key;;
troll;compendium_entry;1;UI/system text;lang/compendium_lang/lang_monsters.json;root.troll.@key;;
unarmed skill;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.unarmed skill.@key;;
underworld;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.underworld.@key;;
vampire;compendium_entry;1;UI/system text;lang/compendium_lang/lang_monsters.json;root.vampire.@key;;
wall locks;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.wall locks.@key;;
wanted;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.wanted.@key;;
water;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.water.@key;;
weapon quality;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.weapon quality.@key;;
wgt;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.wgt.@key;;
whip;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.whip.@key;;
workbench;compendium_entry;1;UI/system text;lang/compendium_lang/lang_world.json;root.workbench.@key;;
wraiths gown;compendium_entry;1;UI/system text;lang/compendium_lang/lang_items.json;root.wraiths gown.@key;;
xp;compendium_entry;1;UI/system text;lang/compendium_lang/lang_codex.json;root.xp.@key;;
xyggi;compendium_entry;1;UI/system text;lang/compendium_lang/lang_monsters.json;root.xyggi.@key;;
\u0020\u0020\u0020\u0020ACTIONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[9].    ACTIONS.@key;;
\u0020\u0020\u0020\u0020ARCANA;compendium_heading;1;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[10].    ARCANA.@key;;
\u0020\u0020\u0020\u0020ARMOR;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[0].    ARMOR.@key;;
\u0020\u0020\u0020\u0020BEASTFOLK;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[24].    BEASTFOLK.@key;;
\u0020\u0020\u0020\u0020BEASTS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[8].    BEASTS.@key;;
\u0020\u0020\u0020\u0020CATEGORIES;compendium_heading;2;UI/system text;lang/compendium_lang/contents_achievements.json;root.contents[0].    CATEGORIES.@key | root.contents_alphabetical[0].    CATEGORIES.@key;;
\u0020\u0020\u0020\u0020CHARACTER;compendium_heading;1;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[0].    CHARACTER.@key;;
\u0020\u0020\u0020\u0020CLOTHING;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[13].    CLOTHING.@key;;
\u0020\u0020\u0020\u0020CONSTRUCTS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[55].    CONSTRUCTS.@key;;
\u0020\u0020\u0020\u0020CRYSTALS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[51].    CRYSTALS.@key;;
\u0020\u0020\u0020\u0020DEMONICS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[46].    DEMONICS.@key;;
\u0020\u0020\u0020\u0020DUNGEONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[19].    DUNGEONS.@key;;
\u0020\u0020\u0020\u0020ELEMENTALS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[62].    ELEMENTALS.@key;;
\u0020\u0020\u0020\u0020FOOD;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[55].    FOOD.@key;;
\u0020\u0020\u0020\u0020FURNISHINGS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[0].    FURNISHINGS.@key;;
\u0020\u0020\u0020\u0020GADGETS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[79].    GADGETS.@key;;
\u0020\u0020\u0020\u0020GUILD LORE;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[59].    GUILD LORE.@key;;
\u0020\u0020\u0020\u0020HUMANOIDS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[0].    HUMANOIDS.@key;;
\u0020\u0020\u0020\u0020LOCATIONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[11].    LOCATIONS.@key;;
\u0020\u0020\u0020\u0020MAGIC ITEMS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[0].    MAGIC ITEMS.@key;;
\u0020\u0020\u0020\u0020MELEE WEAPONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[20].    MELEE WEAPONS.@key;;
\u0020\u0020\u0020\u0020MISSILE WEAPONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[35].    MISSILE WEAPONS.@key;;
\u0020\u0020\u0020\u0020MYSTICISM;compendium_heading;1;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[23].    MYSTICISM.@key;;
\u0020\u0020\u0020\u0020OTHER;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[87].    OTHER.@key;;
\u0020\u0020\u0020\u0020POTIONS & DRINKS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[63].    POTIONS & DRINKS.@key;;
\u0020\u0020\u0020\u0020SECRET PLACES;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[49].    SECRET PLACES.@key;;
\u0020\u0020\u0020\u0020SKILLS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[39].    SKILLS.@key;;
\u0020\u0020\u0020\u0020SORCERY;compendium_heading;1;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[13].    SORCERY.@key;;
\u0020\u0020\u0020\u0020STATIONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[28].    STATIONS.@key;;
\u0020\u0020\u0020\u0020STATS & METASTATS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[25].    STATS & METASTATS.@key;;
\u0020\u0020\u0020\u0020THAUMATURGY;compendium_heading;1;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[18].    THAUMATURGY.@key;;
\u0020\u0020\u0020\u0020THROWING WEAPONS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[45].    THROWING WEAPONS.@key;;
\u0020\u0020\u0020\u0020TOOLS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_items.json;root.contents[69].    TOOLS.@key;;
\u0020\u0020\u0020\u0020TRAPS;compendium_heading;1;UI/system text;lang/compendium_lang/contents_world.json;root.contents[40].    TRAPS.@key;;
\u0020\u0020\u0020\u0020UNDEAD;compendium_heading;1;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[30].    UNDEAD.@key;;
ADVENTURE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_achievements.json;root.contents[1].ADVENTURE.@key | root.contents_alphabetical[1].ADVENTURE.@key;;
ALCHEMY SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[54].ALCHEMY SKILL.@key | root.contents_alphabetical[0].ALCHEMY SKILL.@key;;
ALEMBIC;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[68].ALEMBIC.@key | root.contents_alphabetical[0].ALEMBIC.@key;;
ALGERNON;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[10].ALGERNON.@key | root.contents_alphabetical[0].ALGERNON.@key;;
ARBALEST;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[39].ARBALEST.@key | root.contents_alphabetical[1].ARBALEST.@key;;
ARCANE BOULDER;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[47].ARCANE BOULDER.@key | root.contents_alphabetical[0].ARCANE BOULDER.@key;;
ARCANE CITADEL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[27].ARCANE CITADEL.@key | root.contents_alphabetical[1].ARCANE CITADEL.@key;;
ARMOR CLASS (AC);compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[32].ARMOR CLASS (AC).@key | root.contents_alphabetical[1].ARMOR CLASS (AC).@key;;
ARROW TRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[42].ARROW TRAP.@key | root.contents_alphabetical[2].ARROW TRAP.@key;;
ARTEMISIA;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[41].ARTEMISIA.@key | root.contents_alphabetical[1].ARTEMISIA.@key;;
ASSIST SHRINE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[36].ASSIST SHRINE.@key | root.contents_alphabetical[3].ASSIST SHRINE.@key;;
AUTOMATON;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[56].AUTOMATON.@key | root.contents_alphabetical[2].AUTOMATON.@key;;
AXE SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[41].AXE SKILL.@key | root.contents_alphabetical[2].AXE SKILL.@key;;
AXES;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[24].AXES.@key | root.contents_alphabetical[2].AXES.@key;;
BACKPACKS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[19].BACKPACKS.@key | root.contents_alphabetical[3].BACKPACKS.@key;;
BACKSTABBING;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[13].BACKSTABBING.@key | root.contents_alphabetical[3].BACKSTABBING.@key;;
BAPHOMET;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[54].BAPHOMET.@key | root.contents_alphabetical[3].BAPHOMET.@key;;
BARATHEON;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[42].BARATHEON.@key | root.contents_alphabetical[4].BARATHEON.@key;;
BARON HERX;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[43].BARON HERX.@key | root.contents_alphabetical[5].BARON HERX.@key;;
BAT;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[11].BAT.@key | root.contents_alphabetical[6].BAT.@key;;
BEARTRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[80].BEARTRAP.@key | root.contents_alphabetical[4].BEARTRAP.@key;;
BELL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[39].BELL.@key | root.contents_alphabetical[4].BELL.@key;;
BLESSINGS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_magic.json;root.contents[19].BLESSINGS.@key | root.contents_alphabetical[1].BLESSINGS.@key;;
BLOCKING;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[16].BLOCKING.@key | root.contents_alphabetical[5].BLOCKING.@key;;
BLOCKING SKILL;compendium_heading;2;UI/system text;lang/compendium_lang/contents_codex.json;root.contents[46].BLOCKING SKILL.@key | root.contents_alphabetical[4].BLOCKING SKILL.@key;;
BLOOD VIALS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[62].BLOOD VIALS.@key | root.contents_alphabetical[5].BLOOD VIALS.@key;;
BOLAS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[49].BOLAS.@key | root.contents_alphabetical[6].BOLAS.@key;;
BOOMERANG;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[48].BOOMERANG.@key | root.contents_alphabetical[7].BOOMERANG.@key;;
BOULDER TRAP;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[41].BOULDER TRAP.@key | root.contents_alphabetical[5].BOULDER TRAP.@key;;
BOWS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_items.json;root.contents[37].BOWS.@key | root.contents_alphabetical[8].BOWS.@key;;
BRAM KINDLY;compendium_heading;2;UI/system text;lang/compendium_lang/contents_monsters.json;root.contents[39].BRAM KINDLY.@key | root.contents_alphabetical[7].BRAM KINDLY.@key;;
BRAM'S CASTLE;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[58].BRAM'S CASTLE.@key | root.contents_alphabetical[6].BRAM'S CASTLE.@key;;
BREAKABLE BARRIERS;compendium_heading;2;UI/system text;lang/compendium_lang/contents_world.json;root.contents[10].BREAKABLE BARRIERS.@key | root.contents_alphabetical[7].BREAKABLE BARRIERS.@key;;
